requested_index,id,question,type,chapter,right,ta,options_text,option_a,option_b,option_c,option_d,option_e,option_f,option_g,imageurl,sohuimg,bestanswer
221316,221316,如图所示，校车在最右侧车道停靠上下学生时，以下哪辆车可以通行？,2,2,3,3,"A:②③, B:③, C:①, D:②",②③,③,①,②,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/221316-1755053288868.jpg,,校车同方向有2条及以上车道的，校车后方及相邻车道车辆停车等待；图中有3条车道，图中最上方为最左侧车道可以减速通过所以本题选①《校车安全条例》第三十三条：校车在同方向有两条以上机动车道的道路上停靠时，校车停靠车道后方和相邻机动车道上的机动车应当停车等待，其他机动车道上的机动车应当减速通过
33412,33412,在高速公路上发生事故导致车辆无法正常行驶时，驾驶人可以拦截过往车辆帮助拖车。,1,2,2,2,"A:正确, B:错误, C:行驶证, D:行车记录仪",正确,错误,行驶证,行车记录仪,,,,,,高速上车辆无法正常行驶，应该由专门的救援车、清障车拖拽牵引，其他车辆不能牵引。所以本题选错误。《道路交通安全法》第六十八条：机动车在高速公路上发生故障或者交通事故，无法正常行驶的，应当由救援车、清障车拖曳、牵引。
133,133,如图所示，遇到这种情况可以优先通行。,1,2,1,1,"A:正确, B:错误",,,,,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/133-1693897154589.jpg,,哪边有障碍，哪边就要停车让行，图中我方无障碍物，且对向车未驶入障碍路段，所以我方具有优先通行权。《道路交通安全法实施条例》第四十八条：在没有中心隔离设施或者没有中心线的道路上，在有障碍的路段，无障碍的一方先行；但有障碍的一方已驶入障碍路段而无障碍的一方未驶入时，有障碍的一方先行。
389,389,黄色闪光警告信号灯持续闪烁，警示驾驶人要注意瞭望，确认安全通过。,1,2,1,1,"A:正确, B:错误",,,,,,,,,,黄灯闪烁提示驾驶人注意瞭望，减速行驶，确认安全后通过。《道路交通安全法实施条例》规定：路口只有黄灯持续闪烁是警告信号，用来提示车辆、行人通行时注意瞭望，确认安全后通过。
645,645,这个路面标记是何含义？,2,2,2,2,"A:自行车专用道, B:非机动车道, C:摩托车专用道, D:电瓶车专用道",自行车专用道,非机动车道,摩托车专用道,电瓶车专用道,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/645-1693897826935.jpg,,路面标记为白色的自行车图案，表示非机动车道标记。GB5768.3-2009《道路交通标志和标线第3部分：道路交通标线》4.17.2非机动车路面标记：施划于车道起点或车道中，表示该车道为非机动车道。
7813,7813,道路没有划分机动车道、非机动车道和人行道的，以下说法正确的是什么？,2,2,3,3,"A:机动车在道路左侧通行，非机动车和行人随意通行, B:机动车在道路左侧通行，非机动车和行人在道路两侧通行, C:机动车在道路中间通行，非机动车和行人在道路两侧通行, D:机动车、非机动车和行人可随意通行",机动车在道路左侧通行，非机动车和行人随意通行,机动车在道路左侧通行，非机动车和行人在道路两侧通行,机动车在道路中间通行，非机动车和行人在道路两侧通行,机动车、非机动车和行人可随意通行,,,,,,《道路交通安全法》第三十六条：没有划分机动车道、非机动车道和人行道的，机动车在道路中间通行，非机动车和行人在道路两侧通行。
33413,33413,在高速公路可以随时借用应急车道超车。,1,2,2,2,"A:正确, B:错误",正确,错误,,,,,,,,非紧急情况下机动车不能占用应急车道行驶。所以本题选错误。《道路交通安全法实施条例》第八十二条：机动车在高速公路上行驶，不得有下列行为：非紧急情况时在应急车道行驶或者停车。
134,134,如图所示，未上坡的车辆遇到这种情况让对向下坡车先行。,1,2,1,1,"A:正确, B:错误",,,,,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/134-1693897156881.jpg,,图中下坡的车已经到了中途，可以先行。《道路交通安全法实施条例》第四十八条：在狭窄的坡路，上坡的一方先行；但下坡的一方已行至中途而上坡的一方未上坡时，下坡的一方先行。
135,135,夜间驾驶机动车在窄路、窄桥会车时正确的做法是使用远光灯。,1,2,2,2,"A:正确, B:错误",,,,,,,,,,夜间会车应使用近光灯，不要开远光灯，远光灯易干扰对向驾驶员视线。《道路交通安全法实施条例》第四十八条：在没有中心隔离设施或者没有中心线的道路上，夜间会车应当在距相对方向来车150米以外改用近光灯，在窄路、窄桥与非机动车会车时应当使用近光灯。
391,391,驾车在铁路道口看到图中信号灯时怎样行驶？,2,2,4,4,"A:边观察边缓慢通过, B:不换挡加速通过, C:在火车到来前通过, D:不得越过停止线",边观察边缓慢通过,不换挡加速通过,在火车到来前通过,不得越过停止线,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/391-1754389817173.jpg,,图中铁路道口红灯亮起，表示禁止通行，车辆不得越过停止线《道路交通安全法实施条例》第四十三条：道路与铁路平面交叉道口有两个红灯交替闪烁或者一个红灯亮时，表示禁止车辆、行人通行；红灯熄灭时，表示允许车辆、行人通行
647,647,路中心双黄实线是何含义？,2,2,2,2,"A:可跨越对向车道分界线, B:禁止跨越对向车行道分界线, C:双侧可跨越同向车道分界线, D:单向行驶车道分界线",可跨越对向车道分界线,禁止跨越对向车行道分界线,双侧可跨越同向车道分界线,单向行驶车道分界线,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/647-1693897832365.jpg,,双黄实线作为禁止跨越对向车行道分界线时，禁止双方向车辆越线或压线行驶。GB5768.3-2009《道路交通标志和标线第3部分：道路交通标线》5.2.2禁止跨越对向车行道分界线：双黄实线作为禁止跨越对向车行道分界线时，禁止双方向车辆越线或压线行驶。
7815,7815,交叉路口右转弯时，应提前开启右转向灯，不受信号灯和车速限制。,1,2,2,2,"A:正确, B:错误",,,,,,,,,,转弯时速不得超过30km/h；右侧人行横道上如果有行人通行时要礼让行人《道路交通安全法实施条例》第三十八条，红灯亮时，右转弯的车辆在不妨碍被放行的车辆、行人通行的情况下，可以通行
221319,221319,图中黄车进入减速车道时，以下灯光操作正确的是（）。,2,2,4,4,"A:开启远光灯, B:开启危险报警闪光灯, C:开启近光灯, D:开启右转向灯",开启远光灯,开启危险报警闪光灯,开启近光灯,开启右转向灯,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/221319-1755053600191.jpg,,图中黄车要进入减速车道，应开启右转向灯《道路交通安全法实施条例》第七十九条：机动车驶离高速公路时，应当开启右转向灯，驶入减速车道，降低车速后驶离
29319,29319,在高速公路上车辆发生故障需要停车时，以下做法正确的是什么？,2,2,4,4,"A:紧急制动后立即停车, B:开启左转向灯行驶至最左侧车道内缓慢停车, C:开启危险报警闪光灯后立即停车, D:开启右转向灯缓慢行驶至右侧应急车道停车",紧急制动后立即停车,开启左转向灯行驶至最左侧车道内缓慢停车,开启危险报警闪光灯后立即停车,开启右转向灯缓慢行驶至右侧应急车道停车,,,,,,高速公路上车辆发生故障需要停车，应开启右转向灯缓慢行驶至右侧应急车道停车在高速公路上紧急制动后立即停车是非常危险的，容易导致后方车辆追尾；开启左转向灯行驶至最左侧车道内缓慢停车的说法是错误的，高速最左侧车道是快速车道，不能停车；开启危险报警闪光灯后立即停车的说法也是错误的，行车道内禁止停车
136,136,如何通过这种交叉路口？,2,2,3,3,"A:鸣笛催促, B:保持速度通过, C:减速慢行, D:加速通过",鸣笛催促,保持速度通过,减速慢行,加速通过,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/136-1693897159294.jpg,,图中前方是交叉路口，且人流密集，要减速慢行。《道路交通安全法》第四十七条：机动车行经没有交通信号的道路时，遇行人横过道路，应当避让。
392,392,在铁路道口遇到两个红灯交替闪烁时要停车等待。,1,2,1,1,"A:正确, B:错误",,,,,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/392-1693897351407.jpg,,图中铁路道口两个红灯交替闪烁，表示禁止通行，车辆不得越过停止线。《道路交通安全法实施条例》第四十三条：道路与铁路平面交叉道口有两个红灯交替闪烁或者一个红灯亮时，表示禁止车辆、行人通行；红灯熄灭时，表示允许车辆、行人通行。
648,648,路中心黄色虚实线是何含义？,2,2,1,1,"A:实线一侧禁止越线, B:虚线一侧禁止越线, C:实线一侧允许越线, D:两侧均可越线行驶",实线一侧禁止越线,虚线一侧禁止越线,实线一侧允许越线,两侧均可越线行驶,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/648-1693897836291.jpg,,黄色虚实线禁止跨越对向车行道分界线表示实线一侧禁止车辆越线，虚线一侧准许车辆暂时越线或转弯。GB5768.3-2009《道路交通标志和标线第3部分：道路交通标线》5.2.3黄色虚实线禁止跨越对向车行道分界线：黄色虚实线作为禁止跨越对向车行道分界线时，实线一侧禁止车辆越线或压线行驶，虚线一侧准许车辆暂时越线或转弯。越线行驶的车辆应避让正常行驶的车辆。
33416,33416,车辆后备箱门未关好，不得上路行驶。,1,2,1,1,"A:正确, B:错误",,,,,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/33416-1724654965139.jpg,,后备箱门未关好，是不可以上路行驶的。所以本题选正确。上路行驶的机动车，每个车门都必须关好，后备箱也不例外，否则一旦有物品甩出，会影响其他车辆正常行驶。
137,137,如图所示，怎样通过这样的路口？,2,2,4,4,"A:不减速通过, B:加速尽快通过, C:空挡滑行通过, D:减速或停车观察",不减速通过,加速尽快通过,空挡滑行通过,减速或停车观察,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/137-1693897161818.jpg,,图中右侧标志，表示前方是无人看守的铁路道口，通过时要减速或停车观察，确认安全后通过《道路交通安全法》第四十六条：机动车通过铁路道口时，应当按照交通信号或者管理人员的指挥通行；没有交通信号或者管理人员的，应当减速或者停车，在确认安全后通过
393,393,在道路与铁路平面交叉道口遇到一个红灯亮起时要尽快通过道口。,1,2,2,2,"A:正确, B:错误",,,,,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/393-1693897353681.jpg,,图中铁路道口红灯亮起，表示禁止通行，车辆不得越过停止线。题中说尽快通过，所以选错误。《道路交通安全法实施条例》第四十三条：道路与铁路平面交叉道口有两个红灯交替闪烁或者一个红灯亮时，表示禁止车辆、行人通行；红灯熄灭时，表示允许车辆、行人通行。
649,649,路中心的黄色斜线填充是何含义？,2,2,3,3,"A:可跨越对向车道分界线, B:双侧可跨越同向车道分界线, C:禁止跨越对向车行道分界线, D:单向行驶车道分界线",可跨越对向车道分界线,双侧可跨越同向车道分界线,禁止跨越对向车行道分界线,单向行驶车道分界线,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/649-1693897838535.jpg,,图中黄色斜线填充双黄实线表示禁止跨越对向车行道分界线。实线表示不可跨越，斜线填充两侧的车道箭头分别指向相反的方向，表示为对向车道。GB5768.3-2009《道路交通标志和标线第3部分：道路交通标线》5.2禁止跨越对向车行道分界线：禁止跨越对向车行道分界线（也可称为禁止跨越道路中心线）有双黄实线、黄色虚实线和单黄实线三种类型，用于分隔对向行驶的交通流，并禁止双方向或一个方向车辆越线或压线行驶。一般设在道路中线上，但不限于一定设在道路的几何中心线上。
7817,7817,图中红圈内车辆变更车道的做法违法。,1,2,1,1,"A:正确, B:错误",,,,,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/7817-1693899923172.jpg,,图中红圈内车辆压白实线，不打转向灯强行变道，属于违法行为所以本题选择正确
186505,186505,图中A车不具备向左变更车道条件。,1,2,1,1,"A:正确, B:错误",正确,错误,,,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/186505-1760687152522.jpg,,图中A车与C车并行，不具备变更车道的条件，不可以向左变更车道所以本题选择正确《道路交通安全法实施条例》第四十四条：在道路同方向划有2条以上机动车道的，变更车道的机动车不得影响相关车道内行驶的机动车的正常行驶
138,138,如要左转弯应选择哪条车道？,2,2,1,1,"A:左侧车道, B:中间车道, C:右侧车道, D:任意车道",左侧车道,中间车道,右侧车道,任意车道,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/138-1755053680785.jpg,,左转要选择左转车道才可以左转，图中只有最左侧车道有左转标线《道路交通安全法实施条例》第五十一条：机动车在划有导向车道的路口，按所需行进方向驶入导向车道
650,650,路中心白色实线是何含义？,2,2,3,3,"A:禁止跨越对向车行道分界线, B:双侧可跨越同向车道分界线, C:禁止跨越同向车行道分界线, D:单侧可跨越同向车道分界线",禁止跨越对向车行道分界线,双侧可跨越同向车道分界线,禁止跨越同向车行道分界线,单侧可跨越同向车道分界线,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/650-1693897843071.jpg,,白色实线表示禁止跨越同向车行道分界线。实线不可跨越，两车道箭头指向同一方向，表示为同向车道。GB5768.3-2009《道路交通标志和标线第3部分：道路交通标线》5.3禁止跨越同向车行道分界线：用于禁止车辆跨越车行道分界线进行变换车道或借道超车。设于交通繁杂而同向有多条车行道的桥梁、隧道、弯道、坡道、车行道宽度渐变路段、交叉口驶入段、接近人行横道线的路段或其他认为需要禁止变换车道的路段。
7818,7818,如图所示，驾驶机动车遇到这种情况时，以下做法正确的是什么？,2,2,2,2,"A:应减速观察水情，然后加速行驶通过, B:应停车察明水情，确认安全后，低速通过, C:应停车察明水情，确认安全后，快速通过, D:可随意通行",应减速观察水情，然后加速行驶通过,应停车察明水情，确认安全后，低速通过,应停车察明水情，确认安全后，快速通过,可随意通行,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/7818-1693899925861.jpg,,机动车行经漫水桥路段时，应当停车察明水情，确认安全后，低速通过。《道路交通安全法实施条例》第六十四条：机动车行经漫水路或者漫水桥时，应当停车察明水情，确认安全后，低速通过。
395,395,这个标志是何含义？,2,2,3,3,"A:T型交叉路口, B:Y型交叉路口, C:十字交叉路口, D:环行交叉路口",T型交叉路口,Y型交叉路口,十字交叉路口,环行交叉路口,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/395-1693897357902.jpg,,黄色三角形里面有黑色的十字，表示前方是十字路口。十字交叉路口：除了基本形十字路口外，还有部分变异的十字路口，如：五路交叉路口、变形十字路口、变形五路交叉路口等。五路以上的路口均按十字路口对待。
651,651,路缘石上的黄色虚线是何含义？,2,2,3,3,"A:禁止临时停车, B:禁止上下人员, C:禁止长时停车, D:禁止装卸货物",禁止临时停车,禁止上下人员,禁止长时停车,禁止装卸货物,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/651-1693897845785.jpg,,图中黄色虚线为禁止长时停车线，本标线为黄色虚线，施划于道路缘石正面及顶面，表示禁止长时停车。实线为禁止停车，虚线为禁止长时停车。GB5768.3-2009《道路交通标志和标线第3部分：道路交通标线》5.4.1禁止长时停车线：用以禁止路边长时停、放车辆，但一般情况下允许装卸货物或上下人员等的临时停放。
7819,7819,驾驶机动车行经漫水路或者漫水桥时，应当停车察明水情，快速通过。,1,2,2,2,"A:正确, B:错误",,,,,,,,,,机动车行经漫水桥路段时，应当停车察明水情，确认安全后，低速通过，题中说快速通过，所以选错误。《道路交通安全法实施条例》第六十四条：机动车行经漫水路或者漫水桥时，应当停车察明水情，确认安全后，低速通过。
33419,33419,驾驶机动车上坡时，在将要到达坡道顶端时要鸣喇叭示意。,1,2,1,1,"A:正确, B:错误",正确,错误,,,,,,,,机动车将要到达坡道顶端时由于视线可能受阻，无法看清路况，此时鸣喇叭可以提醒其他车辆，预防事故发生。所以本题选正确。《道路交通安全法实施条例》第五十九条：机动车驶近急弯、坡道顶端等影响安全视距的路段以及超车或者遇有紧急情况时，应当减速慢行，并鸣喇叭示意。
140,140,以下做法正确的是（）。,2,2,3,3,"A:交替变换远近光灯提醒路口内车辆让行, B:从路口内车辆前迅速插入, C:让已在路口内的车辆先行, D:鸣喇叭直接进入路口",交替变换远近光灯提醒路口内车辆让行,从路口内车辆前迅速插入,让已在路口内的车辆先行,鸣喇叭直接进入路口,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/140-1757561473028.jpg,,图中蓝色标志提醒前方进入环岛，要让已在路口内的车辆先行《道路交通安全法实施条例》第五十一条：机动车准备进入环形路口的让已在路口内的机动车先行
396,396,这个标志是何含义？,2,2,1,1,"A:T型交叉路口, B:Y型交叉路口, C:十字交叉路口, D:环行交叉路口",T型交叉路口,Y型交叉路口,十字交叉路口,环行交叉路口,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/396-1693897360120.jpg,,黄色三角形里面有黑色T型，表示前方是T型交叉路口。T型交叉路口：丁字形标志原则上设在与交叉口形状相符的道路上。右侧丁字路口，此标志设在进入T字路口以前的适当位置。
652,652,路缘石上的黄色实线是何含义？,2,2,4,4,"A:仅允许上下人员, B:仅允许装卸货物, C:禁止长时间停车, D:禁止停放车辆",仅允许上下人员,仅允许装卸货物,禁止长时间停车,禁止停放车辆,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/652-1693897848009.jpg,,图中黄色实线为禁止停车线，本标线为黄色实线，施划于道路缘石正面及顶面所示为实线，表示禁止停放车辆。实线为禁止停车，虚线为禁止长时停车。GB5768.3-2009《道路交通标志和标线第3部分：道路交通标线》5.4.2禁止停车线：用以指示禁止路边停、放车辆。
221324,221324,为了车辆美观，可以在驾驶室的前后窗范围内悬挂和放置妨碍驾驶人视线的物品。,1,2,2,2,"A:正确, B:错误",正确,错误,,,,,,,,不得在机动车前后窗范围内悬挂物品，题中说可以悬挂是错误的《道路交通安全法实施条例》第六十二条：驾驶机动车不得有在机动车驾驶室的前后窗范围内悬挂、放置妨碍驾驶人视线的物品的行为
33420,33420,驾驶机动车驶出地下车库，遇车流量较大时，以下做法正确的是什么？,2,2,3,3,"A:鸣喇叭提醒其他车辆让行, B:在确认安全的情况下从车库入口驶出, C:依次排队等候通过, D:穿插车流尽快驶出",鸣喇叭提醒其他车辆让行,在确认安全的情况下从车库入口驶出,依次排队等候通过,穿插车流尽快驶出,,,,,,注意题中说的是驶出地下车时，遇车流较大，此时应依次排队等候通过。此时车流量较大就算鸣喇叭提醒其他车辆让行，也不一定起到有效作用。在确认安全的情况下从车库入口驶出，可能会加重拥堵，扰乱交通秩序。穿插车流的做法是非常危险。
141,141,在路口右转弯遇同车道前车等候放行信号时如何行驶？,2,2,4,4,"A:从前车左侧转弯, B:从右侧占道转弯, C:鸣喇叭让前车让路, D:依次停车等候",从前车左侧转弯,从右侧占道转弯,鸣喇叭让前车让路,依次停车等候,,,,,,同车道前车等候放行信号，我方车辆也应依次停车等候。鸣喇叭等行为是不文明的。《道路交通安全法实施条例》第五十一条：机动车通过有交通信号灯控制的交叉路口，向右转弯遇有同车道前车正在等候放行信号时，依次停车等候。
397,397,这个标志是何含义？,2,2,2,2,"A:向左急转弯, B:向右急转弯, C:向右绕行, D:连续弯路",向左急转弯,向右急转弯,向右绕行,连续弯路,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/397-1693897362179.jpg,,箭头向左是向左急转弯，箭头向右是向右急转弯。图中箭头向右，表示向右急转弯。向右急转弯：向右急弯路标志，设在右急转弯的道路前方适当位置。
653,653,图中圈内白色横实线是何含义？,2,2,1,1,"A:停止线, B:让行线, C:减速线, D:待转线",停止线,让行线,减速线,待转线,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/653-1693897850302.jpg,,图中红色圈内标线是停止线，表示车辆让行、等候放行等情况下的停车位置，停止线为白色实线。GB5768.3-2009《道路交通标志和标线第3部分：道路交通标线》5.5停止线：表示车辆让行、等候放行等情况下的停车位置。可施划于交叉路口、铁路平交道口、左弯待转区的前端、人行横道线前及其他需要车辆停止的位置。停止线为白色实线。双向行驶的路口，停止线应与对向车行道分界线连接；单向行驶的路口，其长度应横跨整个路面。
33421,33421,驾驶机动车从高速公路匝道进入加速车道应当如何正确使用灯光？,2,2,4,4,"A:开启右转向灯, B:不用开启转向灯, C:开启危险报警闪光灯, D:开启左转向灯",开启右转向灯,不用开启转向灯,开启危险报警闪光灯,开启左转向灯,,,,,,本题考点为灯光的使用相关内容。驾驶车辆从匝道驶入加速车道后，要开启左转向灯，尽快将车速提高到60公里每小时以上，从加速车道的车流状态，确认安全后平顺的进入行车道行驶。
142,142,如要右转弯应如何行驶？,2,2,1,1,"A:让对面车先左转弯, B:直接向右转弯, C:抢在对面车前右转弯, D:鸣喇叭催促",让对面车先左转弯,直接向右转弯,抢在对面车前右转弯,鸣喇叭催促,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/142-1757561488306.jpg,,右转让左转，左转让直行，转弯让直行图中对向车辆左转，我方应先让对面车左转弯《道路交通安全法实施条例》第五十一条：机动车通过有交通信号灯控制的交叉路口，相对方向行驶的右转弯机动车让左转弯车辆先行
398,398,这个标志是何含义？,2,2,1,1,"A:向左急弯路, B:向右急转弯, C:向左绕行, D:连续弯路",向左急弯路,向右急转弯,向左绕行,连续弯路,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/398-1693897364193.jpg,,箭头向左是向左急转弯，箭头向右是向右急转弯。图中箭头向左，表示向左急转弯。向左急转弯：向左急弯路标志设在左急转弯的道路前方适当位置。
654,654,路口最前端的双白实线是什么含义？,2,2,2,2,"A:等候放行线, B:停车让行线, C:减速让行线, D:左弯待转线",等候放行线,停车让行线,减速让行线,左弯待转线,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/654-1693897854167.jpg,,图中路口前端双白实线是停车让行线，用于没有交通信号灯的人行横道前，车辆需在此停车避让行人。GB5768.3-2009《道路交通标志和标线第3部分：道路交通标线》5.6.1停车让行线：停车让行线表示车辆在此路口应停车让干道车辆先行，设有“停车让行”标志的路口，除路面条件无法施划标线外均应设置停车让行标线。
221326,221326,超车时，前车未减速让行，应放弃超车。,1,2,1,1,"A:正确, B:错误",正确,错误,,,,,,,,本题考点为安全超车超车时，前车未减速让行，应放弃超车强行超；因为此时超车车很容易发生事故相撞因此出于安全考虑，应当放弃超车，另寻合适的时机超车
143,143,在路口直行时，遇这种情形如何通行？,2,2,2,2,"A:让左方道路车辆先行, B:让右方道路车辆先行, C:直接加速直行通过, D:开启危险报警闪光灯通行",让左方道路车辆先行,让右方道路车辆先行,直接加速直行通过,开启危险报警闪光灯通行,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/143-1693897173489.jpg,,图中两辆车均未开启转向灯，所以都是直行，且是没有交通信号灯的交叉路口，我方要让右方道路车辆先行。《道路交通安全法实施条例》规定：机动车通过没有交通信号灯控制也没有交通警察指挥的交叉路口，没有交通标志、标线控制的，在进入路口前停车瞭望，让右方道路的来车先行。
399,399,这是什么交通标志？,2,2,3,3,"A:易滑路段, B:急转弯路, C:反向弯路, D:连续弯路",易滑路段,急转弯路,反向弯路,连续弯路,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/399-1693897366161.jpg,,图中斜着的字母Z或者N，表示反向弯路。警告驾驶人减速慢行。
655,655,路口最前端的双白虚线是什么含义？,2,2,3,3,"A:等候放行线, B:停车让行线, C:减速让行线, D:左弯待转线",等候放行线,停车让行线,减速让行线,左弯待转线,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/655-1693897858793.jpg,,图中路口双白虚线是减速让行线，表示车辆在此路口应减速让干道车辆先行，减速让行线为两条平行的虚线和一个倒三角形，颜色为白色。GB5768.3-2009《道路交通标志和标线第3部分：道路交通标线》5.6.2减速让行线：减速让行线表示车辆在此路口应减速让干道车辆先行。设有“减速让行”标志的路口，除路面条件无法施划标线外均应设置减速让行标线。
221327,221327,看到前方机动车开启左转向灯时，意味着前车可能要向左转弯或向左变更车道。,1,2,1,1,"A:正确, B:错误",正确,错误,,,,,,,,本题考点为变更车道安全驾驶相关内容向哪侧变道就要提前开启哪边的转向灯《道路交通安全法实施条例》第五十七条：机动车向左转弯、向左变更车道、准备超车、驶离停车地点或者掉头时，应当提前开启左转向灯
144,144,遇这种情形应减速让行。,1,2,1,1,"A:正确, B:错误",,,,,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/144-1693897175962.jpg,,图中右侧是减速让行标志，表示该路口要减速让行《道路交通安全法实施条例》第五十二条：机动车通过没有交通信号灯控制也没有交通警察指挥的交叉路口，有交通标志、标线控制的，让优先通行的一方先行
400,400,这是什么交通标志？,2,2,4,4,"A:易滑路段, B:急转弯路, C:反向弯路, D:连续弯路",易滑路段,急转弯路,反向弯路,连续弯路,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/400-1693897368353.jpg,,连续转弯：用于警告车辆驾驶人减速慢行。其设置为连续弯路起点的外面，当连续弯路总长度大于500米时，应重复设置。
656,656,图中圈内三角填充区域是什么标线？,2,2,4,4,"A:网状线, B:停车线, C:减速线, D:导流线",网状线,停车线,减速线,导流线,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/656-1693897863376.jpg,,图中红色圈内标线是导流线，是根据路口地形设置的白色V形线或斜纹线区域，表示车辆必须按规定的路线行驶，不得压线或越线行驶。GB5768.3-2009《道路交通标志和标线第3部分：道路交通标线》5.8导流线：表示车辆需按规定的路线行驶，不得压线或越线行驶。
145,145,驾驶机动车通过没有交通信号的交叉路口怎样行驶？,2,2,1,1,"A:减速慢行, B:加速通过, C:大型车先行, D:左侧车辆先行",减速慢行,加速通过,大型车先行,左侧车辆先行,,,,,,没有交通信号的交叉路口，要减速慢行。同时还需观察周围情况，确认安全后通过。《道路交通安全法》第四十四条：机动车通过没有交通信号灯、交通标志、交通标线或者交通警察指挥的交叉路口时，应当减速慢行，并让行人和优先通行的车辆先行。
401,401,这个标志是何含义？,2,2,2,2,"A:堤坝路, B:上陡坡, C:连续上坡, D:下陡坡",堤坝路,上陡坡,连续上坡,下陡坡,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/401-1693897370193.jpg,,一个箭头向上是上陡坡，一个箭头向下是下陡坡。两个箭头向上是连续上坡，两个箭头向下是连续下坡。图中一个箭头向上，表示上陡坡，用以提醒车辆驾驶人小心驾驶。
657,657,这个路面标记是什么标线？,2,2,4,4,"A:禁驶区, B:网状线, C:导流线, D:中心圈",禁驶区,网状线,导流线,中心圈,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/657-1693897866461.jpg,,图中标线为中心圈，为白色填充菱形，四周围绕四个箭头，设置在交叉路口中心的白色圆形或菱形区域，用以区分车辆大、小转弯，及交叉路口车辆左右转弯的指示，车辆不得压线行驶。GB5768.3-2009《道路交通标志和标线第3部分：道路交通标线》5.9中心圈：可设在平面交叉路口的中心，用以区分车辆大、小转弯或作为交叉口车辆左右转弯的指示，车辆不得压线行驶。
221329,221329,在没有划分机动车道、非机动车道和人行道的道路行驶时，以下说法错误的是（）。,2,2,3,3,"A:非机动车在道路两侧通行, B:行人在道路两侧通行, C:机动车在道路左侧通行, D:机动车在道路中间通行",非机动车在道路两侧通行,行人在道路两侧通行,机动车在道路左侧通行,机动车在道路中间通行,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/221329-1755054509469.jpg,,图中是没有中心线的道路，应降低车速在道路中间通行，行人和非机动车应在道路两侧通行《道路交通安全法》第三十六条：没有划分机动车道、非机动车道和人行道的，机动车在道路中间通行，非机动车和行人在道路两侧通行
29329,29329,如图所示，驾驶机动车行驶至此路段时，可在路边临时停车。,1,2,2,2,"A:正确, B:错误",正确,错误,,,,,,https://wos.58cdn.com.cn/XyVuTsRqXyf/question/29329-1693901643935.jpg,,图中右侧是禁止车辆临时或长时停放标志，题中说可以临时停车，所以本题选错误。一道斜杠是禁止长时间停车标志。禁止车辆临时或长时停放标志，表示在限定的范围内，禁止一切车辆临时或长时停放。
146,146,驾驶机动车通过没有交通信号和管理人员的铁路道口怎样通过？,2,2,3,3,"A:适当减速通过, B:空挡滑行通过, C:停车确认安全后通过, D:加速尽快通过",适当减速通过,空挡滑行通过,停车确认安全后通过,加速尽快通过,,,,,,驾车通过没有交通信号和管理人员的铁路道口，要停车确认安全后通过，以免发生危险。《道路交通安全法》第四十六条：机动车通过铁路道口时，应当按照交通信号或者管理人员的指挥通行；没有交通信号或者管理人员的，应当减速或者停车，在确认安全后通过。
